	name	kind	query	description	comment	url	source	ccd	in_ccd
764	Z56913124	SMILES	Fc1cccc(Cl)c1-c1nn[nH]n1		ENAMINE library		ENAMINE		False
765	Z56946865	SMILES	O=C(O)c1ccc(Br)s1		ENAMINE library		ENAMINE		False
766	Z27515369	SMILES	Cn1cccc1C(=O)N=c1sccn1C		ENAMINE library		ENAMINE		False
767	Z979457364	SMILES	CNC(=N)NCC1CCCCC1.I		ENAMINE library		ENAMINE		False
768	Z600430258	SMILES	Cc1cnn(-c2ccncc2)c1.Cl		ENAMINE library		ENAMINE		False
769	Z1379440991	SMILES	CSc1cnn(-c2ccccc2)c1N		ENAMINE library		ENAMINE		False
770	Z971164170	SMILES	Cc1cccc(Cn2cccc2)n1		ENAMINE library		ENAMINE		False
771	Z1332918791	SMILES	Cl.O=C(CC1CCCN1)c1ccco1		ENAMINE library		ENAMINE		False
772	Z138360674	SMILES	Cn1ccnc1CNc1ccc(F)c(F)c1F		ENAMINE library		ENAMINE		False
773	Z1407045833	SMILES	O=C1CSCCc2ccccc21		ENAMINE library		ENAMINE		False
774	Z1407121748	SMILES	CC(C)C1=C(CN)CCCO1.Cl		ENAMINE library		ENAMINE		False
775	Z14490238	SMILES	CSc1nc2nc(C)cc(C)n2n1		ENAMINE library		ENAMINE		False
776	Z1216820960	SMILES	CC(C)c1cccc(CO)n1		ENAMINE library		ENAMINE		False
777	Z1381484571	SMILES	CC(C)Cn1nccc1-c1ccncc1		ENAMINE library		ENAMINE		False
778	Z1139751291	SMILES	Cl.FC(F)(F)C1CCNC1		ENAMINE library		ENAMINE		False
779	Z1171220832	SMILES	Cl.c1ccc2c(c1)COC21CCNCC1		ENAMINE library		ENAMINE		False
780	Z1255462130	SMILES	Cl.NC1(Cc2ccccc2)CCC1		ENAMINE library		ENAMINE		False
781	Z1157794254	SMILES	FC(F)(F)Cn1cccn1		ENAMINE library		ENAMINE		False
782	Z1430955875	SMILES	O=C1CCc2sc(Cl)cc21		ENAMINE library		ENAMINE		False
783	Z1187714533	SMILES	Cl.Fc1cccc(C2CNC2)c1		ENAMINE library		ENAMINE		False
784	Z1255396793	SMILES	COc1cccnc1C(F)(F)F		ENAMINE library		ENAMINE		False
785	Z118307562	SMILES	CC(C)n1ncc2cc(N)cnc21		ENAMINE library		ENAMINE		False
786	Z991530808	SMILES	Brc1ccccc1Oc1cccnn1		ENAMINE library		ENAMINE	PJV	True
787	Z960787176	SMILES	Nc1ccnc(Cc2ccccc2)n1		ENAMINE library		ENAMINE		False
788	Z1269134908	SMILES	Cc1nc(=O)[nH]c(C)c1Br		ENAMINE library		ENAMINE		False
789	Z1259400810	SMILES	Cl.FC1CCC2CNCC12		ENAMINE library		ENAMINE		False
790	Z1198163765	SMILES	Cc1ccc(C)c(-n2cnc(=O)[nH]2)c1		ENAMINE library		ENAMINE		False
791	Z1269157134	SMILES	Nc1cc(F)c(F)cc1Br		ENAMINE library		ENAMINE		False
792	Z1262657111	SMILES	Cl.NC1C2CCc3ccccc3C12		ENAMINE library		ENAMINE		False
793	Z1269221271	SMILES	Br.Brc1cc2c(s1)CCNC2		ENAMINE library		ENAMINE		False
794	Z992750590	SMILES	Cl.FC1(F)CNCc2ccccc21		ENAMINE library		ENAMINE		False
795	Z976697578	SMILES	Clc1ccc(OC2CCCNC2)nc1		ENAMINE library		ENAMINE		False
796	Z359300394	SMILES	FC(F)(F)CNc1ccncc1		ENAMINE library		ENAMINE		False
797	Z1139194407	SMILES	OC1(Cc2cccc(F)c2)CCNC1		ENAMINE library		ENAMINE		False
798	Z826535920	SMILES	Cc1ccnn1-c1ccccn1		ENAMINE library		ENAMINE		False
799	Z1259340154	SMILES	Cl.FC1(F)CC2(CNC2)C1		ENAMINE library		ENAMINE		False
800	Z1198186470	SMILES	Cc1cccc([C@@H](C)N)n1.Cl.Cl		ENAMINE library		ENAMINE		False
801	Z1080385960	SMILES	C#Cc1ccccc1OC(F)F		ENAMINE library		ENAMINE		False
802	Z450468584	SMILES	Cl.NC1CC1c1ccc(C(F)(F)F)cc1		ENAMINE library		ENAMINE		False
803	Z821333884	SMILES	Fc1cc(F)c(SCc2nnc(C3CC3)o2)c(F)c1		ENAMINE library		ENAMINE		False
804	Z272533472	SMILES	c1ccc(CSc2nccn2C2CC2)nc1		ENAMINE library		ENAMINE		False
805	Z1495332399	SMILES	CC1CNc2cccnc2O1		ENAMINE library		ENAMINE		False
806	Z839583334	SMILES	Cl.Clc1ccccc1OC1CCCNC1		ENAMINE library		ENAMINE		False
807	Z815114672	SMILES	OC1CCc2ccc(OC(F)(F)F)cc21		ENAMINE library		ENAMINE		False
808	Z1513968144	SMILES	CCn1c(SC)nc2cnccc21		ENAMINE library		ENAMINE		False
809	Z511867096	SMILES	Cc1cc(C(C)NC(=O)N2CCC2)c(C)s1		ENAMINE library		ENAMINE		False
810	Z1147473980	SMILES	OC(C1CCCCN1)C(F)(F)F		ENAMINE library		ENAMINE		False
811	Z1395127234	SMILES	Cc1nc(C)n(Cc2nc(C(C)(C)C)cs2)n1		ENAMINE library		ENAMINE		False
812	Z1201619297	SMILES	Nc1c(Cl)cc(F)cc1Cl		ENAMINE library		ENAMINE		False
813	Z1269239512	SMILES	Br.Brc1cc2c(s1)CNCC2		ENAMINE library		ENAMINE		False
814	Z979749714	SMILES	Cn1ncc2c1N=C(Cl)NC2		ENAMINE library		ENAMINE		False
815	Z57050198	SMILES	c1ccc(-c2nnc(Cc3cn4ccsc4n3)o2)cc1		ENAMINE library		ENAMINE		False
816	Z1259046691	SMILES	C1CCC(Nc2nc(C3CC3)ns2)C1		ENAMINE library		ENAMINE		False
817	Z1148165363	SMILES	CNC(=O)c1sccc1SC(F)F		ENAMINE library		ENAMINE		False
818	Z177094188	SMILES	CNC(=O)N(C)Cc1ccc(Cl)s1		ENAMINE library		ENAMINE		False
819	Z1517020589	SMILES	C#CCNC(=O)N1CC=C(C)CC1		ENAMINE library		ENAMINE		False
820	Z111782422	SMILES	Fc1ccc(OC2CCNCC2)cc1		ENAMINE library		ENAMINE		False
821	Z959151866	SMILES	O[C@@H]1CCOc2ccccc21		ENAMINE library		ENAMINE		False
822	Z54571623	SMILES	Brc1ccc(Oc2cnccn2)cc1		ENAMINE library		ENAMINE		False
823	Z359297434	SMILES	c1cc(NC2CCCC2)ccn1		ENAMINE library		ENAMINE		False
824	Z1251362910	SMILES	Cc1ccc2c(c1)NCCCO2		ENAMINE library		ENAMINE		False
825	Z1270644429	SMILES	Cc1cnccc1C1=CCNCC1.Cl.Cl		ENAMINE library		ENAMINE		False
826	Z1203581544	SMILES	Cl.NC1CCC(F)(F)C1		ENAMINE library		ENAMINE		False
827	Z1094758670	SMILES	Cl.NC1(C(F)(F)F)CC1		ENAMINE library		ENAMINE		False
828	Z1255415487	SMILES	Cl.c1ccc(CC2=NCCN2)cc1		ENAMINE library		ENAMINE		False
829	Z1269174874	SMILES	Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1		ENAMINE library		ENAMINE		False
830	Z1171182839	SMILES	COCC(C)(N)C(F)(F)F.Cl		ENAMINE library		ENAMINE		False
831	Z975915096	SMILES	Cl.Cl.c1cncc(COC2CCNC2)c1		ENAMINE library		ENAMINE		False
832	Z385458336	SMILES	Cl.NCc1ccc(CO)c(F)c1		ENAMINE library		ENAMINE		False
833	Z166706602	SMILES	O=C(NCc1ccco1)N1CCCCCCC1		ENAMINE library		ENAMINE		False
834	Z1003342076	SMILES	CC1CN(S(=O)(=O)C2CCCC2)CC(C)(C)O1		ENAMINE library		ENAMINE		False
835	Z56759089	SMILES	CCn1c(C)nc2cc(OC)ccc21		ENAMINE library		ENAMINE		False
836	Z56758542	SMILES	CC1=Nc2ccccc2NC(C)(C)C1		ENAMINE library		ENAMINE		False
837	Z56758546	SMILES	O=C1CC(=O)N2C=CC=CC2=N1		ENAMINE library		ENAMINE		False
838	Z27661922	SMILES	Cc1c(NC(=O)C(C)(C)C)c(=O)n(-c2ccccc2)n1C		ENAMINE library		ENAMINE		False
839	Z56761185	SMILES	Cc1cccc(NS(=O)(=O)N(C)C)c1		ENAMINE library		ENAMINE		False
840	Z56761746	SMILES	CCc1nnc2c3c4c(sc3nc(C)n12)CCC4		ENAMINE library		ENAMINE		False
841	Z31472389	SMILES	CCN1CCN(C(=O)c2ccc(Br)o2)CC1		ENAMINE library		ENAMINE		False
842	Z56755742	SMILES	O=c1nccc(C(F)(F)C(F)(F)F)[nH]1		ENAMINE library		ENAMINE		False
843	Z56770315	SMILES	OCC12C3CC4C5C3C1C5C(F)(F)C42		ENAMINE library		ENAMINE		False
844	Z31472234	SMILES	CCN1CCN(C(=O)c2ccccc2F)CC1		ENAMINE library		ENAMINE		False
845	Z56779791	SMILES	CC(C)c1ncc(C(O)c2ccccc2)n1C		ENAMINE library		ENAMINE		False
846	Z119990446	SMILES	Cc1cc(C)c2cc(C(=O)O)sc2n1		ENAMINE library		ENAMINE		False
847	Z26826721	SMILES	CC(=O)Nc1ccccc1Oc1ccccc1		ENAMINE library		ENAMINE		False
848	Z31715115	SMILES	CC(=O)c1c(C)[nH]c(C(=O)N2CCCC(C)C2)c1C		ENAMINE library		ENAMINE		False
849	Z45508224	SMILES	Cc1ccc(S(=O)(=O)N2CC(C)OC(C)C2)cc1		ENAMINE library		ENAMINE		False
850	Z222982750	SMILES	Cl.O=C(N1CCCCC1)N1CCNCC1		ENAMINE library		ENAMINE		False
851	Z166681140	SMILES	Cc1ccc(NC(=O)N2CCN(Cc3ccco3)CC2)cc1		ENAMINE library		ENAMINE		False
852	Z134850736	SMILES	Cc1cc(CSC2=NCC(C)(C)CN2)no1		ENAMINE library		ENAMINE		False
853	Z57234068	SMILES	Cc1cc(C)n2nc(C)cc2n1		ENAMINE library		ENAMINE		False
854	Z57236966	SMILES	CC(=O)c1cnc2cc(C)nn2c1C		ENAMINE library		ENAMINE		False
855	Z234855608	SMILES	O=c1[nH]nc2c(c1C(F)(F)F)CCC2		ENAMINE library		ENAMINE		False
856	Z56754343	SMILES	Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl		ENAMINE library		ENAMINE		False
857	Z56828899	SMILES	CC1CN=C(NCc2ccncc2)S1		ENAMINE library		ENAMINE		False
858	Z111781382	SMILES	c1csc(-c2cc[nH]n2)c1		ENAMINE library		ENAMINE		False
859	Z98333177	SMILES	C=CCN1C(=O)c2ccccc2NC1c1csc(C)n1		ENAMINE library		ENAMINE		False
860	Z786288996	SMILES	CC(C)(C)NC(=O)Cn1cc(Cl)cn1		ENAMINE library		ENAMINE		False
861	Z401822810	SMILES	CS(=O)(=O)N1CCC(NCc2ccccc2)CC1		ENAMINE library		ENAMINE		False
862	Z364784280	SMILES	O=C(NCC1Cc2ccccc2O1)c1ccoc1		ENAMINE library		ENAMINE		False
863	Z99030837	SMILES	COC(=O)CC12CC3CC(CC(O)(C3)C1)C2		ENAMINE library		ENAMINE		False
864	Z106940996	SMILES	O=c1ccccn1Cc1cc(-c2ccccc2)on1		ENAMINE library		ENAMINE		False
865	Z194846364	SMILES	CNc1snc(C)c1C(=O)N1CCCC1		ENAMINE library		ENAMINE		False
866	Z367454246	SMILES	Cc1cc(SC2CCCCNC2=O)nc(C)n1		ENAMINE library		ENAMINE		False
867	Z19813759	SMILES	Cc1ccc(C)c(CSc2nncn2C)c1		ENAMINE library		ENAMINE		False
868	Z71106564	SMILES	Cc1ccc(C(C)NC(=O)c2ccco2)o1		ENAMINE library		ENAMINE		False
869	Z317269094	SMILES	CC1(C)Cc2cccc(OC3CCNCC3)c2O1.Cl		ENAMINE library		ENAMINE		False
870	Z271005942	SMILES	Cl.NCCOC1CCCC1		ENAMINE library		ENAMINE		False
871	Z448247582	SMILES	CC12CSCC(=O)N1C(C(=O)O)CS2		ENAMINE library		ENAMINE		False
872	Z57102380	SMILES	Cc1ccccc1CC(C)N.Cl		ENAMINE library		ENAMINE		False
873	Z45527664	SMILES	CNS(=O)(=O)c1cccc(F)c1		ENAMINE library		ENAMINE		False
874	Z262134322	SMILES	c1ccc(CSc2nc3ccccc3[nH]2)nc1		ENAMINE library		ENAMINE		False
875	Z133621020	SMILES	CNS(=O)(=O)Cc1ccccc1		ENAMINE library		ENAMINE		False
876	Z285226468	SMILES	Cl.Cn1cc(N)ccc1=O		ENAMINE library		ENAMINE		False
877	Z239548956	SMILES	C#CCn1c(C2CCCN2C(C)=O)nc2ccccc21		ENAMINE library		ENAMINE		False
878	Z20950107	SMILES	CSc1nncn1-c1cccc(Cl)c1		ENAMINE library		ENAMINE		False
879	Z408693302	SMILES	Cc1cc(NC(=O)c2sc(C(C)C)nc2C)n(C)n1		ENAMINE library		ENAMINE		False
880	Z18499206	SMILES	Cc1noc(C)c1CSc1nccn1C		ENAMINE library		ENAMINE		False
881	Z224665942	SMILES	COc1ccc(SC2CCCCNC2=O)cc1		ENAMINE library		ENAMINE		False
882	Z507823708	SMILES	O=C1NC2(CCNCC2)NC12CCCCC2		ENAMINE library		ENAMINE		False
883	Z90502229	SMILES	Cc1ccc(CNC(C)C)o1.Cl		ENAMINE library		ENAMINE		False
884	Z291234108	SMILES	Cl.NCc1cc(F)ccc1Br		ENAMINE library		ENAMINE		False
885	Z600502972	SMILES	CCOC(=O)c1cc(C)nc2cc(C)nn12		ENAMINE library		ENAMINE		False
886	Z138104752	SMILES	CNCC(=O)Nc1nccs1.Cl		ENAMINE library		ENAMINE		False
887	Z90513766	SMILES	C=CCNC1CCCC1.Cl		ENAMINE library		ENAMINE		False
888	Z116313584	SMILES	Cc1ccccc1CC(=O)N(C)C1CCS(=O)(=O)C1		ENAMINE library		ENAMINE		False
889	Z335291662	SMILES	Cn1cc(CCC(=O)O)cn1		ENAMINE library		ENAMINE		False
890	Z360053598	SMILES	Cl.Oc1ccc2c(c1)CCNCC2		ENAMINE library		ENAMINE		False
891	Z19813003	SMILES	Cn1cnnc1SCC1CCCCO1		ENAMINE library		ENAMINE		False
892	Z214640730	SMILES	Cn1c(CSc2ccc(F)cc2)cc(=O)n(C)c1=O		ENAMINE library		ENAMINE		False
893	Z31454135	SMILES	CC1CN(C(=O)c2ccco2)CC(C)O1		ENAMINE library		ENAMINE		False
894	Z18498763	SMILES	Cc1nnc(CSc2nccn2C)o1		ENAMINE library		ENAMINE		False
895	Z90708920	SMILES	CCc1nnsc1C(=O)N1CCCC1		ENAMINE library		ENAMINE		False
896	Z54332703	SMILES	CC(C)CNC(=O)C(C)(C)C		ENAMINE library		ENAMINE		False
897	Z30795178	SMILES	O=C(Nc1ccc(F)c(F)c1F)C1CCCO1		ENAMINE library		ENAMINE		False
898	Z608481828	SMILES	CCOC(=O)c1cnn2c1NCCC2		ENAMINE library		ENAMINE		False
899	Z291232540	SMILES	Cl.NC(c1ccc(F)cc1)C1CCCO1		ENAMINE library		ENAMINE		False
900	Z363805876	SMILES	Nc1ncccc1I		ENAMINE library		ENAMINE		False
901	Z382721002	SMILES	O=C1CCOc2c(Cl)cccc21		ENAMINE library		ENAMINE		False
902	Z203887068	SMILES	CNC1=NCCS1.Cl		ENAMINE library		ENAMINE		False
903	Z335245116	SMILES	CC(O)c1ccc2ccccc2c1		ENAMINE library		ENAMINE		False
904	Z54747873	SMILES	Cl.NCCOc1cccc(Br)c1		ENAMINE library		ENAMINE		False
905	Z53115945	SMILES	Cl.O=C(O)CCN1CCCCC1		ENAMINE library		ENAMINE		False
906	Z330803600	SMILES	COc1ccc(Br)cc1N		ENAMINE library		ENAMINE		False
907	Z607749842	SMILES	CC1=CS(=O)(=O)c2ccccc21		ENAMINE library		ENAMINE		False
908	Z317042216	SMILES	Cl.Nc1cc(-c2ccccc2Br)n[nH]1		ENAMINE library		ENAMINE		False
909	Z381654452	SMILES	NC1(c2ccc(Br)cc2)CCOCC1		ENAMINE library		ENAMINE		False
910	Z607824718	SMILES	COC(=O)c1nnc2c(Cl)cccn12		ENAMINE library		ENAMINE		False
911	Z335282548	SMILES	CNc1cc(C)ccc1C.Cl		ENAMINE library		ENAMINE		False
912	Z736829148	SMILES	CSc1nc(C(=O)O)c2ccccn12		ENAMINE library		ENAMINE		False
913	Z449365268	SMILES	CS(=O)(=O)Nc1cccc2c1CCNC2.Cl		ENAMINE library		ENAMINE		False
914	Z734058926	SMILES	Cl.OC1(C(F)(F)F)CCNCC1		ENAMINE library		ENAMINE		False
915	Z335286868	SMILES	CN1CCN(CCc2ccc(N)cc2)CC1		ENAMINE library		ENAMINE		False
916	Z364879920	SMILES	Cn1cnnc1-c1cccc(NC(=O)c2ccsc2)c1		ENAMINE library		ENAMINE		False
917	Z144495212	SMILES	CSc1ncccc1C(=O)N(C)C		ENAMINE library		ENAMINE	PJY	True
918	Z352258754	SMILES	O=C(c1ccc(Br)cc1)N1CCSCC1		ENAMINE library		ENAMINE		False
919	Z133863974	SMILES	CCC1c2ccsc2CCN1S(C)(=O)=O		ENAMINE library		ENAMINE		False
920	Z44548890	SMILES	Cl.NC(c1ccc(F)cc1)c1ccc(F)cc1		ENAMINE library		ENAMINE		False
921	Z755968856	SMILES	Cc1nc(-c2cc(C(=O)O)cs2)cs1		ENAMINE library		ENAMINE		False
922	Z397587428	SMILES	OCc1ccc(F)cc1Br		ENAMINE library		ENAMINE		False
923	Z760037344	SMILES	Cc1c[nH]c(=O)n1-c1ccc(F)c(F)c1		ENAMINE library		ENAMINE		False
924	Z25038172	SMILES	CSc1n[nH]c(=O)n1Cc1ccccc1		ENAMINE library		ENAMINE		False
925	Z731148510	SMILES	C=CCNC(=O)c1[nH]nc(C)c1Br		ENAMINE library		ENAMINE		False
926	Z358234278	SMILES	Cc1noc(C)c1CCC(=O)N1CCOc2ccccc21		ENAMINE library		ENAMINE		False
927	Z382871168	SMILES	O=C(c1csc(Cc2ccccc2)n1)N1CCOCC1		ENAMINE library		ENAMINE		False
928	Z192945596	SMILES	O=S(=O)(CCn1cnc2ccccc21)N1CCCCC1		ENAMINE library		ENAMINE		False
929	Z159858662	SMILES	Cc1noc(C)c1CN1c2ccccc2NC(=O)CC1C		ENAMINE library		ENAMINE		False
930	Z46179976	SMILES	Fc1ccc(-c2nc(CN3CCOCC3)cs2)cc1		ENAMINE library		ENAMINE		False
931	Z318770646	SMILES	Cl.NC1CCc2cc(F)ccc21		ENAMINE library		ENAMINE		False
932	Z639748070	SMILES	Cc1csc(C2(N)CCCCCC2)n1.Cl		ENAMINE library		ENAMINE		False
933	Z381407426	SMILES	O=C(O)CCc1nccs1		ENAMINE library		ENAMINE	R9M	True
934	Z600383126	SMILES	CC1NCCOc2ccccc21.Cl		ENAMINE library		ENAMINE		False
935	Z412034888	SMILES	CSc1ccc(F)cc1N.Cl		ENAMINE library		ENAMINE		False
936	Z422749702	SMILES	Cc1cc(C)n(CC(=O)N2CCCC2c2ccsc2)n1		ENAMINE library		ENAMINE		False
937	Z54133356	SMILES	CSc1nnc(-c2cccs2)o1		ENAMINE library		ENAMINE		False
938	Z362664060	SMILES	O=C(Nc1nnc2ccccn12)C1CC=CCC1		ENAMINE library		ENAMINE		False
939	Z454081966	SMILES	CC(C)NC(=O)c1csc(-c2cnn(C)c2)n1		ENAMINE library		ENAMINE		False
940	Z595447010	SMILES	Cc1ncc(CN(C)C(=O)Nc2cccnc2)s1		ENAMINE library		ENAMINE		False
941	Z738741468	SMILES	COC(=O)CC1CCNCC1		ENAMINE library		ENAMINE		False
942	Z445210546	SMILES	c1c[nH]c(C2CCCCN2)n1		ENAMINE library		ENAMINE		False
943	Z278081414	SMILES	CC(=O)NC1CCNCC1.Cl		ENAMINE library		ENAMINE		False
944	Z803067976	SMILES	c1ccn(C2CCNCC2)c1		ENAMINE library		ENAMINE		False
945	Z361883604	SMILES	COc1ccc(C2(C(=O)O)CCCC2)cc1		ENAMINE library		ENAMINE		False
946	Z362600254	SMILES	CCOc1ccc2c(c1)CNCC2.Cl		ENAMINE library		ENAMINE		False
947	Z883772678	SMILES	Cc1nn(C)c(C)c1C(C)C(=O)O		ENAMINE library		ENAMINE		False
948	Z223880806	SMILES	O=C(Cc1ccc2c(c1)CCO2)N1CCOCC1		ENAMINE library		ENAMINE		False
949	Z970066232	SMILES	CCOc1cc(C)ccc1S(=O)(=O)N1CCCC1		ENAMINE library		ENAMINE		False
950	Z416329374	SMILES	Cn1cc(S(=O)(=O)N2CCCCC2)cn1		ENAMINE library		ENAMINE		False
951	Z813074264	SMILES	O=C(Nc1ccncc1)N1CCN(CC2CC2)CC1		ENAMINE library		ENAMINE		False
952	Z751587982	SMILES	CC(C)(C)c1nc(CN2CCCS2(=O)=O)cs1		ENAMINE library		ENAMINE		False
953	Z167717178	SMILES	COCCN1C(=O)NC2(CCCCc3ccccc32)C1=O		ENAMINE library		ENAMINE		False
954	Z816115798	SMILES	O=C(N1CCOCC1)C1(c2ccc(F)cc2)CCOCC1		ENAMINE library		ENAMINE		False
955	Z667180540	SMILES	Cc1nc(CNC(=O)c2cccs2)cs1		ENAMINE library		ENAMINE		False
956	Z827571496	SMILES	CC1CN(CC2CCCN2C(=O)NC2CC2)CC(C)O1		ENAMINE library		ENAMINE		False
957	Z90503792	SMILES	Cn1cc(CNC2CCCCC2)cn1		ENAMINE library		ENAMINE		False
958	Z295452462	SMILES	Cl.O=C(NCC(F)(F)F)C1CCCNC1		ENAMINE library		ENAMINE		False
959	Z1201625038	SMILES	Brc1cnc2nccn2c1		ENAMINE library		ENAMINE		False
960	Z1166112264	SMILES	Cc1nnc(C2(c3ccccc3Cl)CCOCC2)o1		ENAMINE library		ENAMINE		False
961	Z219736526	SMILES	O=C(NCC(F)(F)F)N1CCN(c2ccncc2)CC1		ENAMINE library		ENAMINE		False
962	Z28206092	SMILES	Cn1nc(C(=O)Oc2ccccc2Cl)ccc1=O		ENAMINE library		ENAMINE		False
963	Z1219062169	SMILES	Cn1ccnc1C(O)(c1nccn1C)C1CC1		ENAMINE library		ENAMINE		False
964	Z1222343825	SMILES	COc1cccc(-n2cccn2)c1		ENAMINE library		ENAMINE		False
965	Z274553682	SMILES	O=S(=O)(N1CCCCC1)n1ccnc1		ENAMINE library		ENAMINE		False
966	Z1097086259	SMILES	c1ccc(C2COCCN2)cc1		ENAMINE library		ENAMINE		False
967	Z274555532	SMILES	O=C(N(c1ccccc1)c1ccccc1)n1ccnc1		ENAMINE library		ENAMINE		False
968	Z274553684	SMILES	Cc1nc(C)n(CCc2nc3ccccc3[nH]2)n1		ENAMINE library		ENAMINE		False
969	Z274555730	SMILES	CN(C)C(=O)n1nnc2ccccc21		ENAMINE library		ENAMINE		False
970	Z992916522	SMILES	c1ccc(-c2nnc3n2CCNC3)cc1		ENAMINE library		ENAMINE		False
971	Z963456796	SMILES	O=C(O)c1ccc(OC2CCC2)cc1		ENAMINE library		ENAMINE		False
972	Z1270443752	SMILES	CNc1cn[nH]c(=O)c1.Cl		ENAMINE library		ENAMINE		False
973	Z852323130	SMILES	COC(=O)C1NCCc2ccccc21.Cl		ENAMINE library		ENAMINE		False
974	Z1171979415	SMILES	O=C(O)c1csc2cncn12		ENAMINE library		ENAMINE		False
975	Z733984682	SMILES	Cc1cccc(NC(=O)c2cc(C)nn2C)n1		ENAMINE library		ENAMINE		False
976	Z271135276	SMILES	Cl.Fc1cccc(Cl)c1CC1CNC1		ENAMINE library		ENAMINE		False
977	Z57376600	SMILES	Cc1nc(N)ccc1Br		ENAMINE library		ENAMINE	4JO	True
978	Z756099104	SMILES	CC(=O)c1ccc(-c2ccncc2)cc1		ENAMINE library		ENAMINE		False
979	Z274553726	SMILES	Cc1nn(S(=O)(=O)N(C)C)c(C)c1C		ENAMINE library		ENAMINE		False
980	Z1303983565	SMILES	CCN1CC2=C(C1=O)C(c1cccc(F)c1)NC(=O)N2C		ENAMINE library		ENAMINE		False
981	Z594274154	SMILES	Cn1cc(N2CCNCC2)cn1		ENAMINE library		ENAMINE		False
982	Z1203747325	SMILES	Cl.O[C@@H]1CNC[C@H](O)C1		ENAMINE library		ENAMINE		False
983	Z104483034	SMILES	O=c1oc2cc(O)ccc2s1		ENAMINE library		ENAMINE	VUO	True
984	Z979767074	SMILES	CC(N)CC1CCOCC1.Cl		ENAMINE library		ENAMINE		False
985	Z1198180606	SMILES	CCc1[nH]nc(N)c1Br		ENAMINE library		ENAMINE		False
986	Z1098230195	SMILES	CC(O)C(C)c1ccc2ccccc2n1		ENAMINE library		ENAMINE		False
987	Z1170058136	SMILES	Cc1cccc(-c2nc(C3CC3)no2)n1		ENAMINE library		ENAMINE		False
988	Z732783652	SMILES	Cn1cc(-c2cccc(N)n2)cn1		ENAMINE library		ENAMINE		False
989	Z336080882	SMILES	Cl.OCC(CO)C1CCNC1		ENAMINE library		ENAMINE		False
990	Z1198163959	SMILES	COC(=O)C1COCCN1.Cl		ENAMINE library		ENAMINE		False
991	Z1196081107	SMILES	C=C(Br)Cn1cnc(C)c1C		ENAMINE library		ENAMINE		False
992	Z731931866	SMILES	Cc1cc(C(=O)NCc2cccc(F)c2)[nH]n1		ENAMINE library		ENAMINE		False
993	Z57248456	SMILES	Cc1ccc(CCC(=O)O)o1		ENAMINE library		ENAMINE		False
994	Z1251355911	SMILES	CC(C)(C)c1ncsc1C(=O)O		ENAMINE library		ENAMINE		False
995	Z194745698	SMILES	CCSc1nnc(-c2cccs2)n1C		ENAMINE library		ENAMINE		False
996	Z1269531022	SMILES	Cc1nc(C)c(C(=O)NC2CCCC2)o1		ENAMINE library		ENAMINE		False
997	Z372839300	SMILES	Cl.c1ccc(CC2CCN2)cc1		ENAMINE library		ENAMINE		False
998	Z335442452	SMILES	COc1csc(C(=O)O)c1		ENAMINE library		ENAMINE		False
999	Z899897916	SMILES	Cc1cc(C(=O)N2CCN(C3CC3)CC2)[nH]n1		ENAMINE library		ENAMINE		False
1000	Z1082385310	SMILES	Cc1csc(C2CCCCN2C(=O)c2ccoc2)n1		ENAMINE library		ENAMINE		False
1001	Z381359988	SMILES	O=C(O)CCc1cc(Br)cs1		ENAMINE library		ENAMINE		False
1002	Z56772143	SMILES	O=C1Nc2c(ccc3ccccc23)C1(O)C(F)(F)F		ENAMINE library		ENAMINE		False
1003	Z1266854734	SMILES	COc1ccc(F)cc1C(F)(F)C(=O)O		ENAMINE library		ENAMINE		False
1004	Z991479938	SMILES	CN(C)Cc1ccnc(N)c1		ENAMINE library		ENAMINE		False
1005	Z1192370603	SMILES	CC(Oc1cccnc1N)c1ccccc1		ENAMINE library		ENAMINE		False
1006	Z317025360	SMILES	Cl.Fc1ccc(C2CCCCN2)cc1		ENAMINE library		ENAMINE		False
1007	Z1332813298	SMILES	c1cc(OCC2CCCCO2)ccn1		ENAMINE library		ENAMINE		False
1008	Z1193046150	SMILES	CCc1csc(C2CCCN(C(=O)c3ccco3)C2)n1		ENAMINE library		ENAMINE		False
1009	Z1295686052	SMILES	CC(O)Cc1cc(F)cc(Br)c1		ENAMINE library		ENAMINE		False
1010	Z854068074	SMILES	CNCc1sccc1Br.Cl		ENAMINE library		ENAMINE		False
1011	Z1241732448	SMILES	CC1CSCCN1C(=O)Nc1ccncc1		ENAMINE library		ENAMINE		False
1012	Z1198164339	SMILES	COC(=O)CC1CNCCO1.Cl		ENAMINE library		ENAMINE		False
1013	Z1105485701	SMILES	Cl.Cn1nc2c(cc1=O)CNCC2		ENAMINE library		ENAMINE		False
1014	Z540350074	SMILES	OCC#Cc1ccc(Cl)cc1		ENAMINE library		ENAMINE		False
1015	Z223953444	SMILES	Cc1cc(C)c(C(=O)Nc2ccc(Cl)cc2F)c(=O)[nH]1		ENAMINE library		ENAMINE		False
1016	Z359529070	SMILES	CC(C)c1n[nH]c(C(C)C)n1		ENAMINE library		ENAMINE		False
1017	Z57150977	SMILES	Cl.OC1CN=C2C=CC=CN2C1		ENAMINE library		ENAMINE		False
